transaction_id,account_id,masked_pan,bin,amount,event_time,merchant_id,merchant_name,mcc,terminal_id,acquirer_country,entry_method,card_present,channel,cvv_result,avs_result,status,auth_id,promo_financing,promo_type,gift_card_amount,three_ds,device_fingerprint,ip_address
4358420b-bb4b-45d5-80ad-927d1461b146,ACC-000766,414720xxxxxx9372,414720,261.9,2026-08-14T07:00:42,MER-f9776547,Lowe's Home Center,5211,TERM-0cce2d,US,chip,True,in_store,not_provided,,approved,637606,False,,0.0,,,
48007b3c-54d5-405c-9b32-6b1b4c961c7a,ACC-000105,521000xxxxxx2722,521000,55.68,2026-08-14T07:01:24,MER-41ddc3a7,Amazon Marketplace,5942,,US,cnp,False,e_commerce,match,Y,approved,592731,False,,0.0,authenticated,dev_fce0c9587002,89.205.122.92
52089edd-86e8-48f6-9763-e6017bc1198d,ACC-000343,521000xxxxxx2915,521000,341.39,2026-08-14T07:03:26,MER-1bb87a12,AppStore Media,5816,,US,cnp,False,e_commerce,match,Y,approved,455245,False,,0.0,not_enrolled,dev_989e71e61c58,28.254.139.160
0ea60006-d56f-4851-b3ca-7a88a8319aee,ACC-000660,601160xxxxxx4174,601160,199.92,2026-08-14T07:05:30,MER-f9776547,Lowe's Home Center,5211,,US,token,False,mobile,match,Y,approved,917522,False,,0.0,,dev_9cc2d4ed960c,169.227.78.201
12b6409c-de18-4809-a80a-d541732de2f3,ACC-000215,603572xxxxxx7824,603572,181.75,2026-08-14T07:06:31,MER-821ef4dd,Discount Tire,5533,TERM-66873e,US,chip,True,in_store,not_provided,,approved,583587,True,0005,0.0,,,
f902e748-14fc-4096-9957-624032d74691,ACC-000278,603572xxxxxx7962,603572,108.82,2026-08-14T07:07:27,MER-ff16f694,Ashley HomeStore,5712,TERM-85c660,US,chip,True,in_store,not_provided,,approved,140485,False,,0.0,,,
44cc0c6e-fcc9-445d-9d71-7644888dcfd1,ACC-000716,601160xxxxxx5942,601160,295.39,2026-08-14T07:07:56,MER-6386998e,TJX Rewards Store,5651,,US,token,False,mobile,match,Y,approved,825530,False,,0.0,,dev_a4651e316d43,116.198.225.94
6a5d43ab-7315-4ed4-b95f-9029722187be,ACC-000211,603571xxxxxx9170,603571,47.05,2026-08-14T07:09:56,MER-821ef4dd,Discount Tire,5533,TERM-0d31f7,US,chip,True,in_store,not_provided,,approved,371307,False,,0.0,,,
6cc1ece9-93b7-4136-af2d-7b0b0830a5bc,ACC-000713,603572xxxxxx2393,603572,151.4,2026-08-14T07:10:03,MER-aebeff96,Verizon Store,5732,TERM-76b160,US,chip,True,in_store,not_provided,,approved,961356,False,,0.0,,,
567eec55-a8bc-4775-88b1-f08ca24e0aa6,ACC-000564,414720xxxxxx7796,414720,176.11,2026-08-14T07:10:48,MER-41ddc3a7,Amazon Marketplace,5942,,US,cnp,False,e_commerce,match,Y,approved,212330,False,,0.0,authenticated,dev_042e9eb08dfd,115.28.90.76
38815f23-516a-4581-8e8c-b2ca31892987,ACC-000931,601160xxxxxx4852,601160,225.65,2026-08-14T07:15:15,MER-41ddc3a7,Amazon Marketplace,5942,,US,cnp,False,e_commerce,match,Y,approved,869549,False,,0.0,attempted,dev_c511a1bdca88,218.61.197.97
25abcd09-e859-4b9e-be7a-4df9f987ee03,ACC-000037,601160xxxxxx5536,601160,64.72,2026-08-14T07:15:16,MER-1bb87a12,AppStore Media,5816,,US,cnp,False,e_commerce,match,Y,approved,972480,False,,0.0,not_enrolled,dev_3c804c7b363d,170.189.40.143
6dcd9d00-393f-4f61-a892-8311030556be,ACC-000654,414720xxxxxx3875,414720,87.49,2026-08-14T07:16:41,MER-b68fd0d0,DealBazaar Online,5999,,US,cnp,False,e_commerce,match,Y,approved,802253,False,,0.0,authenticated,dev_e6e16e32c5e3,63.57.214.45
a76e2444-0747-4b66-88c5-c6d7aee1325b,ACC-000783,546616xxxxxx3297,546616,83.98,2026-08-14T07:23:38,MER-c3234ff5,Best Buy,5732,TERM-824cd8,US,chip,True,in_store,not_provided,,approved,136721,False,,0.0,,,
54945387-4ddc-4e3d-8faf-a6f64fab7455,ACC-000493,601160xxxxxx3437,601160,188.75,2026-08-14T07:27:57,MER-38c5c225,Mattress Firm,5712,TERM-d2bae0,US,chip,True,in_store,not_provided,,approved,669213,False,,0.0,,,
b2f0ae5b-1ba6-4ac4-8989-77d49bd520d6,ACC-000434,521000xxxxxx9677,521000,286.86,2026-08-14T07:29:48,MER-239b0779,Dick's Sporting Goods,5941,TERM-fd5ab4,US,chip,True,in_store,not_provided,,approved,770558,False,,0.0,,,
c342b6a7-f539-4e89-81af-65c563e8b90f,ACC-000003,521000xxxxxx9166,521000,80.42,2026-08-14T07:32:32,MER-38c5c225,Mattress Firm,5712,TERM-b287ab,US,chip,True,in_store,not_provided,,approved,360753,False,,0.0,,,
be024c77-27f8-4a54-9e18-c672f62e7561,ACC-000353,603571xxxxxx5737,603571,57.2,2026-08-14T07:34:18,MER-a57a90ca,American Eagle,5651,,US,cnp,False,e_commerce,match,Y,approved,956254,False,,0.0,authenticated,dev_593b9c4eccbb,31.111.133.186
0dca7f68-3c14-49f3-b6b9-8cbfc36e3379,ACC-000259,603572xxxxxx2749,603572,3.0,2026-08-14T07:43:48,MER-821ef4dd,Discount Tire,5533,TERM-96380b,US,chip,True,in_store,not_provided,,approved,375060,False,,0.0,,,
6c0f7e79-a5a8-426d-b905-f3e5a008c6f6,ACC-000781,521000xxxxxx3015,521000,261.81,2026-08-14T07:53:05,MER-41ddc3a7,Amazon Marketplace,5942,,US,cnp,False,e_commerce,match,Y,approved,453406,False,,0.0,authenticated,dev_ccfbe8c645a3,37.36.98.29
