transaction_id,account_id,masked_pan,bin,amount,event_time,merchant_id,merchant_name,mcc,terminal_id,acquirer_country,entry_method,card_present,channel,cvv_result,avs_result,status,auth_id,promo_financing,promo_type,gift_card_amount,three_ds,device_fingerprint,ip_address
a7e9946e-82d6-4696-99c6-d06da6255448,ACC-000173,521000xxxxxx4710,521000,59.59,2026-09-15T07:00:39,MER-6386998e,TJX Rewards Store,5651,TERM-05f6bf,US,chip,True,in_store,not_provided,,approved,449108,False,,0.0,,,
d64c8bc0-3576-45e4-9f2b-8d993bf9e289,ACC-000810,546616xxxxxx4420,546616,104.01,2026-09-15T07:01:54,MER-416946ed,Old Navy,5311,TERM-4f14e3,US,chip,True,in_store,not_provided,,approved,116326,False,,0.0,,,
fa48488d-a343-46e6-8719-76b205f824cc,ACC-000135,546616xxxxxx4604,546616,47.6,2026-09-15T07:04:16,MER-89996843,PayPal Digital Goods,5815,,US,cnp,False,e_commerce,match,Y,approved,155595,False,,0.0,authenticated,dev_5c84ee286dc0,145.96.60.45
b73bcd9c-81ff-4194-8286-005bdd61bbad,ACC-000120,603571xxxxxx1028,603571,71.12,2026-09-15T07:05:55,MER-821ef4dd,Discount Tire,5533,TERM-ba5796,US,chip,True,in_store,not_provided,,approved,562192,False,,0.0,,,
905fe331-214f-4c61-8373-a40c3d72327a,ACC-000034,414720xxxxxx5389,414720,87.7,2026-09-15T07:07:36,MER-38c5c225,Mattress Firm,5712,TERM-030b76,US,chip,True,in_store,not_provided,,approved,996180,False,,0.0,,,
ebe9374f-8257-4ae1-8db3-f58b6f08b603,ACC-000152,546616xxxxxx9406,546616,130.83,2026-09-15T07:09:00,MER-e65fbaf7,Walmart Supercenter,5411,,US,token,False,mobile,match,Y,approved,222337,False,,0.0,,dev_fd5d8aa2a12a,137.129.206.198
7e8cd2df-0ea8-46e6-9515-ab35cd38f899,ACC-000939,546616xxxxxx2292,546616,279.16,2026-09-15T07:10:37,MER-41ddc3a7,Amazon Marketplace,5942,,US,cnp,False,e_commerce,match,Y,approved,819014,False,,0.0,not_enrolled,dev_53112df5014a,149.59.161.32
da5723d1-a81b-4317-9973-93f5c4279fb6,ACC-000278,603572xxxxxx7962,603572,92.34,2026-09-15T07:11:06,MER-6386998e,TJX Rewards Store,5651,,US,token,False,mobile,match,Y,approved,729681,False,,0.0,,dev_4182b29b40cb,25.69.114.213
87ccd6fe-1a8b-431c-ac8c-101725213f41,ACC-000564,414720xxxxxx7796,414720,185.19,2026-09-15T07:14:42,MER-239b0779,Dick's Sporting Goods,5941,TERM-613e28,US,chip,True,in_store,not_provided,,approved,717077,False,,0.0,,,
3c5d0d2f-15c9-4613-92cb-c9bdb26b0436,ACC-000314,521000xxxxxx9414,521000,322.04,2026-09-15T07:15:54,MER-41ddc3a7,Amazon Marketplace,5942,,US,cnp,False,e_commerce,match,Y,approved,165442,False,,0.0,attempted,dev_366edb2f89d2,139.198.151.35
a8adb973-9dd9-4880-892f-fe50d8016258,ACC-000973,603571xxxxxx6418,603571,162.13,2026-09-15T07:15:56,MER-ff16f694,Ashley HomeStore,5712,,US,cnp,False,e_commerce,match,Y,approved,585118,False,,0.0,attempted,dev_baa672bc8166,63.249.92.31
7b4e067c-6ef6-4084-8524-6d1bb1b4323e,ACC-000293,603572xxxxxx9914,603572,32.08,2026-09-15T07:17:00,MER-239b0779,Dick's Sporting Goods,5941,,US,token,False,mobile,match,Y,approved,156091,False,,0.0,,dev_5e0029a5ef32,47.164.225.250
f191b121-3846-4f94-a318-a42136e80877,ACC-000056,546616xxxxxx8625,546616,73.98,2026-09-15T07:19:37,MER-41ddc3a7,Amazon Marketplace,5942,,US,cnp,False,e_commerce,match,Y,approved,641578,False,,0.0,not_enrolled,dev_cc6cab366358,211.71.150.62
