transaction_id,account_id,masked_pan,bin,amount,event_time,merchant_id,merchant_name,mcc,terminal_id,acquirer_country,entry_method,card_present,channel,cvv_result,avs_result,status,auth_id,promo_financing,promo_type,gift_card_amount,three_ds,device_fingerprint,ip_address
2e9aa523-8a34-41ee-af85-1f6dde33e0f0,ACC-000679,601160xxxxxx3827,601160,206.37,2026-08-29T07:00:02,MER-416946ed,Old Navy,5311,TERM-62aaa0,US,chip,True,in_store,not_provided,,approved,888976,False,,0.0,,,
18ac91ab-dece-40a1-8e35-f5da80ea4630,ACC-000111,601160xxxxxx5361,601160,210.1,2026-08-29T07:05:17,MER-6386998e,TJX Rewards Store,5651,,US,token,False,mobile,match,Y,approved,798343,False,,0.0,,dev_fbd9131bbc15,41.233.82.97
1c47570b-1b46-4289-882c-32f91665a6a4,ACC-000362,603571xxxxxx3024,603571,51.3,2026-08-29T07:05:24,MER-89996843,PayPal Digital Goods,5815,,US,cnp,False,e_commerce,match,Y,approved,892435,False,,0.0,not_enrolled,dev_319b1003cebf,125.92.201.24
97f82f9a-b87c-4d44-899a-31190f1ca2ef,ACC-000129,603571xxxxxx9728,603571,64.04,2026-08-29T07:05:42,MER-6386998e,TJX Rewards Store,5651,TERM-31ed77,US,chip,True,in_store,not_provided,,approved,211201,False,,0.0,,,
a63ee702-250e-44e9-9112-56148b01e2ba,ACC-000998,414720xxxxxx9702,414720,87.75,2026-08-29T07:05:44,MER-17c4365e,Target,5310,TERM-d3d5cf,US,chip,True,in_store,not_provided,,approved,464528,False,,0.0,,,
841876da-ffce-42af-af8d-251dc7a23ed6,ACC-000405,521000xxxxxx3532,521000,63.78,2026-08-29T07:07:13,MER-aebeff96,Verizon Store,5732,,US,token,False,mobile,match,Y,approved,551147,False,,0.0,,dev_65ddeaa97350,105.18.44.238
12d9ba57-3b00-4763-a814-8110aee953dc,ACC-000405,521000xxxxxx3532,521000,60.62,2026-08-29T07:10:50,MER-a57a90ca,American Eagle,5651,,US,cnp,False,e_commerce,match,Y,approved,952008,False,,0.0,authenticated,dev_65ddeaa97350,105.18.44.238
f66e174d-7722-415d-a66f-c18584b4d753,ACC-000323,414720xxxxxx5680,414720,113.54,2026-08-29T07:12:44,MER-41ddc3a7,Amazon Marketplace,5942,,US,cnp,False,e_commerce,match,Y,approved,381395,False,,0.0,authenticated,dev_b491c2c91900,204.91.116.188
5a2bb171-742b-4aba-861c-fe3928b68a6b,ACC-000475,601160xxxxxx1982,601160,54.29,2026-08-29T07:14:24,MER-91a5300d,Lakeside Dental Group,8021,TERM-db0682,US,chip,True,in_store,not_provided,,approved,779233,False,,0.0,,,
57695a7e-d964-4e58-bb5b-a9d79c287387,ACC-000059,603572xxxxxx6827,603572,288.94,2026-08-29T07:14:25,MER-f9776547,Lowe's Home Center,5211,TERM-85cb7e,US,chip,True,in_store,not_provided,,approved,370740,False,,0.0,,,
023ac0ae-31b0-4387-82dd-3401e3ee6991,ACC-000741,521000xxxxxx3816,521000,77.37,2026-08-29T07:18:04,MER-38c5c225,Mattress Firm,5712,TERM-6ab69b,US,chip,True,in_store,not_provided,,approved,155127,False,,0.0,,,
93f64c56-3f99-4467-809e-e674f113e677,ACC-000133,521000xxxxxx7100,521000,114.48,2026-08-29T07:25:50,MER-416946ed,Old Navy,5311,TERM-49ef24,US,chip,True,in_store,not_provided,,approved,764526,False,,0.0,,,
