transaction_id,account_id,masked_pan,bin,amount,event_time,merchant_id,merchant_name,mcc,terminal_id,acquirer_country,entry_method,card_present,channel,cvv_result,avs_result,status,auth_id,promo_financing,promo_type,gift_card_amount,three_ds,device_fingerprint,ip_address
48573a7f-e686-46dc-8f39-f35643144040,ACC-000189,546616xxxxxx1725,546616,312.83,2026-08-28T07:01:29,MER-b68fd0d0,DealBazaar Online,5999,,US,cnp,False,e_commerce,match,Y,approved,983117,False,,0.0,not_enrolled,dev_3dd2574a590d,75.249.54.102
33d72b6b-6585-4f19-a7c6-a9fbe00f7e61,ACC-000879,414720xxxxxx3761,414720,185.14,2026-08-28T07:05:49,MER-89996843,PayPal Digital Goods,5815,,US,cnp,False,e_commerce,match,Y,approved,113841,False,,0.0,attempted,dev_e6f530399e0d,129.168.179.44
6290b21d-891a-4f0d-8eb9-d92f2ecd8969,ACC-000827,603572xxxxxx2725,603572,83.93,2026-08-28T07:06:22,MER-a57a90ca,American Eagle,5651,TERM-b57182,US,chip,True,in_store,not_provided,,approved,128050,False,,0.0,,,
8090ef20-6064-49bc-a8a1-0aef626c7589,ACC-000531,603571xxxxxx2512,603571,314.99,2026-08-28T07:15:32,MER-aebeff96,Verizon Store,5732,TERM-5714f9,US,chip,True,in_store,not_provided,,approved,770708,True,0002,0.0,,,
de4a8b05-362d-44c3-872a-2eefa16780f5,ACC-000581,521000xxxxxx2283,521000,50,2026-08-28T07:20:06,MER-b34d5139,GiftCard Mall,5947,TERM-e3ed0e,US,chip,True,in_store,not_provided,,approved,533032,False,,25,,,
c7a739fa-6f37-46ce-bde5-ff22033a778f,ACC-000333,601160xxxxxx1442,601160,86.51,2026-08-28T07:20:20,MER-a57a90ca,American Eagle,5651,TERM-77c3dc,US,chip,True,in_store,not_provided,,approved,261389,False,,0.0,,,
183ea179-d762-4bfc-bde0-e5586d013e54,ACC-000649,521000xxxxxx4006,521000,51.65,2026-08-28T07:31:00,MER-b68fd0d0,DealBazaar Online,5999,,US,cnp,False,e_commerce,match,Y,approved,460130,False,,0.0,authenticated,dev_c04a89c4eb2a,82.197.140.78
3ac31ed5-2ab3-47f6-8d24-26a879724816,ACC-000016,414720xxxxxx8144,414720,153.03,2026-08-28T07:32:54,MER-1bb87a12,AppStore Media,5816,,US,cnp,False,e_commerce,match,Y,approved,702904,False,,0.0,authenticated,dev_e387f003bfc7,54.54.30.195
d6feeeed-7ec9-4818-a3c4-c5d200880839,ACC-000511,601160xxxxxx6835,601160,29.83,2026-08-28T07:36:15,MER-12a30bae,Valley Vision Optometry,8042,,US,token,False,mobile,match,Y,approved,745256,False,,0.0,,dev_875d49a2b281,64.205.63.98
96bc035a-41cb-4bb5-a783-2c2e43e93be2,ACC-000309,546616xxxxxx7586,546616,61.5,2026-08-28T07:37:25,MER-36bc0dc8,MicroCenter Tech,5732,TERM-09f455,US,chip,True,in_store,not_provided,,approved,800517,False,,0.0,,,
