transaction_id,account_id,masked_pan,bin,amount,event_time,merchant_id,merchant_name,mcc,terminal_id,acquirer_country,entry_method,card_present,channel,cvv_result,avs_result,status,auth_id,promo_financing,promo_type,gift_card_amount,three_ds,device_fingerprint,ip_address
ffd0694b-6b58-42aa-a3b6-1ee8088bdafd,ACC-000129,603571xxxxxx9728,603571,49.02,2026-08-24T07:01:26,MER-239b0779,Dick's Sporting Goods,5941,TERM-2032a8,US,chip,True,in_store,not_provided,,approved,675204,False,,0.0,,,
c1fc9089-c999-4975-a147-a10ed6a9e409,ACC-000046,546616xxxxxx9430,546616,176.15,2026-08-24T07:02:26,MER-41ddc3a7,Amazon Marketplace,5942,,US,cnp,False,e_commerce,match,Y,approved,220584,False,,0.0,authenticated,dev_7f00103b49e3,104.47.238.175
fca6fe42-8be4-4b10-a301-c82e3fde6d18,ACC-000761,603571xxxxxx6768,603571,196.66,2026-08-24T07:03:20,MER-38c5c225,Mattress Firm,5712,,US,cnp,False,e_commerce,match,Y,approved,564762,False,,0.0,authenticated,dev_0928e4ec20dd,55.173.146.154
03ef1cc4-10e5-4a1e-ad90-8b5ebeb823c4,ACC-000005,603572xxxxxx6040,603572,192.35,2026-08-24T07:07:14,MER-1bb87a12,AppStore Media,5816,,US,cnp,False,e_commerce,match,Y,approved,347661,False,,0.0,not_enrolled,dev_df08198255b0,151.245.205.111
ce9d232c-fe08-46fe-b602-06fe4cb5e15d,ACC-000343,521000xxxxxx2915,521000,303.58,2026-08-24T07:07:35,MER-b68fd0d0,DealBazaar Online,5999,,US,cnp,False,e_commerce,match,Y,approved,968272,False,,0.0,authenticated,dev_989e71e61c58,28.254.139.160
ccdfde26-3a24-4548-ae97-6d74bdb94bcf,ACC-000059,603572xxxxxx6827,603572,311.7,2026-08-24T07:08:04,MER-e65fbaf7,Walmart Supercenter,5411,TERM-32af00,US,chip,True,in_store,not_provided,,approved,239441,False,,0.0,,,
230b8d3b-771c-4f7b-a8f2-e18889cf34e7,ACC-000933,414720xxxxxx7449,414720,72.64,2026-08-24T07:09:43,MER-38c5c225,Mattress Firm,5712,TERM-cc44fd,US,chip,True,in_store,not_provided,,approved,553560,False,,0.0,,,
e5e48928-0269-4bb0-a757-0be95a26fd4a,ACC-000968,603571xxxxxx8311,603571,247.85,2026-08-24T07:12:48,MER-a57a90ca,American Eagle,5651,,US,token,False,mobile,match,Y,approved,482497,False,,0.0,,dev_eb5d42e661de,192.243.17.173
1a237e22-eae2-4053-97eb-4e5ab0bcb8b2,ACC-000787,546616xxxxxx7338,546616,91.04,2026-08-24T07:15:32,MER-ff16f694,Ashley HomeStore,5712,,US,token,False,mobile,match,Y,approved,717421,False,,0.0,,dev_c59d14682a24,99.196.17.163
31478969-92a6-4171-bacf-300ce05e1426,ACC-000679,601160xxxxxx3827,601160,183.63,2026-08-24T07:15:42,MER-12a30bae,Valley Vision Optometry,8042,TERM-0fb190,US,chip,True,in_store,not_provided,,approved,149741,False,,0.0,,,
