transaction_id,account_id,masked_pan,bin,amount,event_time,merchant_id,merchant_name,mcc,terminal_id,acquirer_country,entry_method,card_present,channel,cvv_result,avs_result,status,auth_id,promo_financing,promo_type,gift_card_amount,three_ds,device_fingerprint,ip_address
b616c975-ca07-468d-83ed-653683dccffc,ACC-000287,601160xxxxxx9832,601160,60.5,2026-08-23T07:00:07,MER-8485e3e0,Paws & Claws Vet,0742,TERM-fa9ba9,US,chip,True,in_store,not_provided,,approved,607946,False,,0.0,,,
0445095c-4321-469b-9ef4-bf024ef0f3d6,ACC-000445,414720xxxxxx1012,414720,48.56,2026-08-23T07:01:23,MER-a57a90ca,American Eagle,5651,TERM-7adb2b,US,chip,True,in_store,not_provided,,approved,623489,False,,0.0,,,
49a9d5d7-7096-4176-9a49-32cdad51cf03,ACC-000404,521000xxxxxx9782,521000,202.79,2026-08-23T07:02:42,MER-239b0779,Dick's Sporting Goods,5941,,US,token,False,mobile,match,Y,approved,905464,False,,0.0,,dev_bd0bd7cbd44f,168.6.213.69
cff89609-79e8-4b42-95d3-fbe207df594e,ACC-000148,546616xxxxxx2229,546616,33.05,2026-08-23T07:09:49,MER-89996843,PayPal Digital Goods,5815,,US,cnp,False,e_commerce,match,Y,approved,547619,False,,0.0,attempted,dev_6d4ec8f97906,144.220.34.233
9388a184-f80e-45f1-8407-f52158d53e9f,ACC-000999,414720xxxxxx9549,414720,48.3,2026-08-23T07:10:53,MER-f9776547,Lowe's Home Center,5211,,US,cnp,False,e_commerce,match,Y,approved,312476,False,,0.0,not_enrolled,dev_3b664be9f710,140.74.108.40
135cf0b9-4e79-47c9-ac8f-1c827d6cfcbd,ACC-000563,601160xxxxxx8000,601160,239.53,2026-08-23T07:11:21,MER-8485e3e0,Paws & Claws Vet,0742,TERM-8c21ed,US,chip,True,in_store,not_provided,,approved,414551,False,,0.0,,,
784f596d-4e71-4c7a-997a-ab9a8a5a8813,ACC-000676,601160xxxxxx8883,601160,111.75,2026-08-23T07:12:42,MER-12a30bae,Valley Vision Optometry,8042,,US,token,False,mobile,match,Y,approved,698573,False,,0.0,,dev_d3d4df88b9aa,82.75.124.88
460d57b7-15a0-42bd-9070-c82bd0862e15,ACC-000626,414720xxxxxx8406,414720,27.03,2026-08-23T07:13:34,MER-821ef4dd,Discount Tire,5533,TERM-33c8e2,US,chip,True,in_store,not_provided,,approved,420824,False,,0.0,,,
eb2e57ba-1e89-43b9-ad52-6d2af2eda0ad,ACC-000617,546616xxxxxx6971,546616,224.2,2026-08-23T07:19:34,MER-17c4365e,Target,5310,TERM-70a73f,US,chip,True,in_store,not_provided,,approved,490152,False,,0.0,,,
e23e624c-614c-4db7-ab4a-19def853041a,ACC-000284,521000xxxxxx7852,521000,71.25,2026-08-23T07:22:18,MER-6386998e,TJX Rewards Store,5651,TERM-77c02f,US,chip,True,in_store,not_provided,,approved,433277,False,,0.0,,,
