transaction_id,account_id,masked_pan,bin,amount,event_time,merchant_id,merchant_name,mcc,terminal_id,acquirer_country,entry_method,card_present,channel,cvv_result,avs_result,status,auth_id,promo_financing,promo_type,gift_card_amount,three_ds,device_fingerprint,ip_address
67d0741c-1256-4e0d-a208-6916d80c2b2d,ACC-000603,546616xxxxxx1481,546616,56.36,2026-08-18T07:02:42,MER-821ef4dd,Discount Tire,5533,TERM-517cde,US,chip,True,in_store,not_provided,,approved,526491,False,,0.0,,,
aec60ac5-1812-4f64-93dc-b96aeac108f4,ACC-000836,603571xxxxxx7516,603571,76.35,2026-08-18T07:06:36,MER-a57a90ca,American Eagle,5651,TERM-d52505,US,chip,True,in_store,not_provided,,approved,619448,False,,0.0,,,
f3ce282e-a478-47e3-818f-f5df7891bac9,ACC-000072,546616xxxxxx4868,546616,164.34,2026-08-18T07:07:56,MER-38c5c225,Mattress Firm,5712,TERM-a5591b,US,chip,True,in_store,not_provided,,approved,484020,False,,0.0,,,
004ff6ea-abb9-4cae-b5e5-5ee408078cdf,ACC-000686,546616xxxxxx1431,546616,89.41,2026-08-18T07:09:04,MER-6386998e,TJX Rewards Store,5651,,US,token,False,mobile,match,Y,approved,868035,False,,0.0,,dev_caddd12757f8,45.86.3.152
1b07a30a-d41c-4cc7-9b04-13615b61335b,ACC-000526,546616xxxxxx7633,546616,134.49,2026-08-18T07:09:29,MER-e65fbaf7,Walmart Supercenter,5411,TERM-7b67aa,US,chip,True,in_store,not_provided,,approved,763747,False,,0.0,,,
af63c5cd-7956-43d9-b992-8a522ab69263,ACC-000429,414720xxxxxx8272,414720,91.87,2026-08-18T07:10:34,MER-239b0779,Dick's Sporting Goods,5941,TERM-41f6ab,US,chip,True,in_store,not_provided,,approved,490433,False,,0.0,,,
696af336-1547-46a1-9645-7f77a079dc05,ACC-000413,414720xxxxxx2963,414720,169.19,2026-08-18T07:13:28,MER-17c4365e,Target,5310,TERM-65681a,US,chip,True,in_store,not_provided,,approved,306699,False,,0.0,,,
00966117-b2cf-413c-abbe-c5e8bac526f8,ACC-000551,603571xxxxxx2071,603571,36.25,2026-08-18T07:15:42,MER-f9776547,Lowe's Home Center,5211,,US,token,False,mobile,match,Y,approved,381116,False,,0.0,,dev_f94cd6fa8e95,164.13.197.253
5e1ef822-8003-43a6-a57d-1d23c5bb1a6a,ACC-000154,414720xxxxxx9000,414720,305.68,2026-08-18T07:15:59,MER-c3234ff5,Best Buy,5732,,US,token,False,mobile,match,Y,approved,180770,False,,0.0,,dev_e97e351f68ca,26.252.173.49
34a7adac-6480-478b-b0e7-84d725d2c66c,ACC-000824,414720xxxxxx2838,414720,418.45,2026-08-18T07:19:27,MER-aebeff96,Verizon Store,5732,TERM-029165,US,chip,True,in_store,not_provided,,approved,907217,False,,0.0,,,
