transaction_id,account_id,masked_pan,bin,amount,event_time,merchant_id,merchant_name,mcc,terminal_id,acquirer_country,entry_method,card_present,channel,cvv_result,avs_result,status,auth_id,promo_financing,promo_type,gift_card_amount,three_ds,device_fingerprint,ip_address
2a1d21dc-5a0f-425c-b192-a030e701d4da,ACC-000938,546616xxxxxx5497,546616,38.57,2026-09-09T07:02:35,MER-aebeff96,Verizon Store,5732,TERM-d4b54e,US,chip,True,in_store,not_provided,,approved,928041,False,,0.0,,,
9baab0ef-a78a-48ec-a008-44083b1c0e65,ACC-000150,414720xxxxxx9125,414720,115.83,2026-09-09T07:04:14,MER-38c5c225,Mattress Firm,5712,,US,cnp,False,e_commerce,match,Y,approved,398159,False,,0.0,attempted,dev_a046b0f63ace,48.143.198.103
a9b0d053-5c43-4319-a2b2-e6be4936f802,ACC-000015,601160xxxxxx3568,601160,122.77,2026-09-09T07:07:10,MER-821ef4dd,Discount Tire,5533,TERM-49f086,US,chip,True,in_store,not_provided,,approved,992576,False,,0.0,,,
74008312-578c-4407-a9a9-fd1c8f795630,ACC-000673,414720xxxxxx6146,414720,197.34,2026-09-09T07:08:33,MER-36bc0dc8,MicroCenter Tech,5732,,US,token,False,mobile,match,Y,approved,636709,False,,0.0,,dev_53d949f860a5,16.150.105.76
57230e3d-4ab2-40e1-b68d-785cae20003d,ACC-000832,414720xxxxxx6203,414720,44.97,2026-09-09T07:15:03,MER-e65fbaf7,Walmart Supercenter,5411,TERM-c5fe2d,US,chip,True,in_store,not_provided,,approved,702329,False,,0.0,,,
fc1e5500-c8ca-4ae8-b0c7-8bf6fffde611,ACC-000123,603572xxxxxx3807,603572,172.93,2026-09-09T07:15:15,MER-89996843,PayPal Digital Goods,5815,,US,cnp,False,e_commerce,match,Y,approved,645137,False,,0.0,authenticated,dev_8cb3be154b08,84.198.166.74
47b882d8-631b-4af5-ab7d-457974064b8c,ACC-000149,546616xxxxxx2715,546616,105.13,2026-09-09T07:22:01,MER-a57a90ca,American Eagle,5651,TERM-0481e4,US,chip,True,in_store,not_provided,,approved,938211,False,,0.0,,,
d03bba90-95c9-4747-ad2c-ce5cd90dded1,ACC-000052,546616xxxxxx9608,546616,41.04,2026-09-09T07:24:34,MER-e65fbaf7,Walmart Supercenter,5411,,US,token,False,mobile,match,Y,approved,275576,False,,0.0,,dev_269eb561484f,221.50.141.76
ffb3a827-25f4-4b5a-be9c-0d6df82d5a2a,ACC-000015,601160xxxxxx3568,601160,117.17,2026-09-09T07:24:58,MER-3379c6f5,Bright Smile Dental,8021,TERM-23ecbc,US,chip,True,in_store,not_provided,,approved,893307,False,,0.0,,,
a8885be5-9e2e-4cf7-8550-ae508ee45d90,ACC-000086,546616xxxxxx3407,546616,158.55,2026-09-09T07:25:54,MER-e65fbaf7,Walmart Supercenter,5411,TERM-1d8f1b,US,chip,True,in_store,not_provided,,approved,438183,False,,0.0,,,
